Index,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
49,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,26.26
50,0.9461638832061041,0.2447216974575414,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,32.82
51,0.49142531024225244,0.795526491,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,2.1276446458842817,39.78
52,-0.872790409,1.3463312854109866,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,46.93
53,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,0.7022236043611485,33.12
54,0.21858216646394144,0.024399779866852364,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,0.7022236043611485,49.19
55,-1.355291968,1.5712915591614798,-0.847143932,0.4887927194301297,-1.039142815,0.9532255540761313,0.4157816444854481,-0.612331356,14.59
56,-0.790458793,0.6784079983992136,-0.847143932,0.4887927194301297,-1.039142815,0.070526711,0.6478840231915328,-0.612331356,14.64
57,1.8556410291338075,-0.85688789,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,5.057676786792945,41.93
58,-0.790458793,0.6784079983992136,-0.847143932,0.4887927194301297,-1.039142815,0.070526711,0.6478840231915328,-0.675683402,9.13
59,0.21858216646394144,0.024399779866852364,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,50.95
60,0.49142531024225244,0.795526491,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.279733113,33.02
61,0.21858216646394144,0.024399779866852364,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,54.38
62,-0.145208692,0.46504361504823044,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,51.73
63,0.2760228283120069,-0.85688789,-0.847143932,0.4887927194301297,-1.039142815,-0.024691532,0.9610974482196364,-0.675683402,9.87
64,-0.872790409,1.3463312854109866,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,50.66
65,-0.145208692,0.46504361504823044,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,48.7
66,0.5823730248350227,-0.416244055,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,55.06
67,-1.355291968,1.5712915591614798,-0.847143932,0.4887927194301297,-1.039142815,0.9532255540761313,0.4157816444854481,4.978486728930549,44.7
68,0.49142531024225244,0.795526491,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,30.28
69,-0.872790409,1.3463312854109866,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,-0.279733113,40.86
70,1.951375466,-0.85688789,-0.847143932,-1.666394848,-1.039142815,1.8925406498578952,0.32967914915899765,-0.279733113,71.99
71,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,-0.675683402,34.4
72,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,-0.675683402,28.8
73,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.675683402,33.4
74,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,-0.675683402,36.3
75,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,-0.675683402,29
76,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,-0.675683402,37.8
77,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,-0.675683402,40.2
78,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.675683402,33.4
79,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,-0.675683402,28.1
80,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,-0.675683402,41.3
81,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.675683402,33.4
82,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,-0.675683402,25.2
83,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,-0.675683402,41.1
84,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3
85,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,-0.675683402,28.3
86,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,-0.675683402,28.6
87,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3
88,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,-0.675683402,24.4
89,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3
90,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,-0.675683402,39.3
91,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,-0.675683402,40.6
92,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3
93,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,-0.675683402,24.1
94,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,-0.612331356,46.2
95,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,-0.612331356,42.8
96,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.612331356,49.2
97,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,-0.612331356,46.8
98,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,-0.612331356,45.7
99,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,-0.612331356,55.6
100,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,-0.612331356,54.9
101,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.612331356,49.2
102,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,-0.612331356,34.9
103,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,-0.612331356,46.9
104,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.612331356,49.2
105,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,-0.612331356,33.4
106,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,-0.612331356,54.1
107,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,55.9
108,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,-0.612331356,49.8
109,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,-0.612331356,47.1
110,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,55.9
111,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,-0.612331356,38
112,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,55.9
113,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,-0.612331356,56.1
114,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,-0.612331356,59.09
115,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,22.9
116,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,-0.612331356,35.1
117,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,-0.279733113,61.09
118,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,-0.279733113,59.8
119,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.279733113,60.29
120,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,-0.279733113,61.8
121,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,-0.279733113,56.7
122,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,-0.279733113,68.3
123,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,-0.279733113,66.9
124,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.279733113,60.29
125,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,-0.279733113,50.7
126,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,-0.279733113,56.4
127,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.279733113,60.29
128,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,-0.279733113,55.5
129,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,-0.279733113,68.5
130,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3
131,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,-0.279733113,74.7
132,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,-0.279733113,52.2
133,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3
134,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,-0.279733113,67.7
135,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3
136,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,-0.279733113,66
137,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,-0.279733113,74.5
138,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3
139,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,-0.279733113,49.9
140,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,0.1637312108968536,63.4
141,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,0.1637312108968536,64.9
142,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.1637312108968536,64.3
143,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,0.1637312108968536,64.9
144,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,0.1637312108968536,60.2
145,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,0.1637312108968536,72.3
146,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,0.1637312108968536,69.3
147,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.1637312108968536,64.3
148,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,0.1637312108968536,55.2
149,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,0.1637312108968536,58.8
150,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.1637312108968536,64.3
151,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,0.1637312108968536,66.1
152,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,0.1637312108968536,73.7
153,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3
154,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,0.1637312108968536,80.2
155,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,0.1637312108968536,54.9
156,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3
157,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,0.1637312108968536,72.99
158,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3
159,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,0.1637312108968536,71.7
160,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,0.1637312108968536,79.4
161,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3
162,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,0.1637312108968536,59.89
163,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,0.7180616159336277,64.9
164,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,0.7180616159336277,66.6
165,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.7180616159336277,65.2
166,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,0.7180616159336277,66.7
167,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,0.7180616159336277,62.5
168,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,0.7180616159336277,74.19
169,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,0.7180616159336277,70.7
170,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.7180616159336277,65.2
171,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,0.7180616159336277,57.6
172,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,0.7180616159336277,59.2
173,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.7180616159336277,65.2
174,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,0.7180616159336277,68.1
175,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,0.7180616159336277,75.5
176,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.7180616159336277,79.3
177,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,0.7180616159336277,56.5
178,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.7180616159336277,79.3
179,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,0.7180616159336277,76.8
180,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.7180616159336277,79.3
181,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,0.7180616159336277,73.3
182,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,0.7180616159336277,82.6
183,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.7180616159336277,79.3
184,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,0.7180616159336277,67.8
185,-0.562610835,-0.85688789,0.6645983325470298,0.3622925795848724,-0.285492732,-0.074874119,1.2069263116879079,-0.675683402,11.58
186,-0.562610835,-0.85688789,0.6645983325470298,0.3622925795848724,-0.285492732,-0.074874119,1.2069263116879079,-0.501465275,24.45
187,-0.562610835,-0.85688789,0.6645983325470298,0.3622925795848724,-0.285492732,-0.074874119,1.2069263116879079,-0.279733113,24.89
188,-0.562610835,-0.85688789,0.6645983325470298,0.3622925795848724,-0.285492732,-0.074874119,1.2069263116879079,0.1637312108968536,29.45
189,-0.562610835,-0.85688789,0.6645983325470298,0.3622925795848724,-0.285492732,-0.074874119,1.2069263116879079,0.8606037200859411,40.71
190,-0.453473577,-0.85688789,0.6317683557662677,0.7652189509438415,-0.268744953,-0.333507454,0.9810632442373644,-0.675683402,10.38
191,-0.453473577,-0.85688789,0.6317683557662677,0.7652189509438415,-0.268744953,-0.333507454,0.9810632442373644,-0.501465275,22.14
192,-0.453473577,-0.85688789,0.6317683557662677,0.7652189509438415,-0.268744953,-0.333507454,0.9810632442373644,-0.279733113,22.84
193,-0.453473577,-0.85688789,0.6317683557662677,0.7652189509438415,-0.268744953,-0.333507454,0.9810632442373644,0.1637312108968536,27.66
194,-0.453473577,-0.85688789,0.6317683557662677,0.7652189509438415,-0.268744953,-0.333507454,0.9810632442373644,0.8606037200859411,34.56
195,-0.827795224,-0.85688789,0.7240049571979323,-0.748097537,0.21694065587771294,0.4308119528605199,1.6511652730823494,-0.675683402,12.45
196,-0.827795224,-0.85688789,0.7240049571979323,-0.748097537,0.21694065587771294,0.4308119528605199,1.6511652730823494,-0.501465275,24.99
197,-0.827795224,-0.85688789,0.7240049571979323,-0.748097537,0.21694065587771294,0.4308119528605199,1.6511652730823494,-0.279733113,25.72
198,-0.827795224,-0.85688789,0.7240049571979323,-0.748097537,0.21694065587771294,0.4308119528605199,1.6511652730823494,0.1637312108968536,33.96
199,-0.827795224,-0.85688789,0.7240049571979323,-0.748097537,0.21694065587771294,0.4308119528605199,1.6511652730823494,0.8606037200859411,37.34
