Index,Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),Concrete compressive strength(MPa), Calculated Concrete compressive strength
26,0.9461638832061041,-0.85688789,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,53.3,49.69665691675455
27,0.9461638832061041,0.2447216974575414,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,3.553065687407415,41.15,58.97284811780227
28,0.5823730248350227,-0.416244055,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,52.12,38.70422004948947
29,1.4009024561699557,-0.306083097,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.279733113,37.43,30.574040101621705
30,1.8556410291338075,-0.85688789,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,38.6,28.445464130430885
31,0.21858216646394144,0.024399779866852364,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,5.057676786792945,55.26,60.40098593328854
32,-0.145208692,0.46504361504823044,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,5.057676786792945,52.91,60.10683360386676
33,-0.790458793,0.6784079983992136,-0.847143932,0.4887927194301297,-1.039142815,0.070526711,0.6478840231915328,2.1276446458842817,41.72,42.87509791189048
34,1.8556410291338075,-0.85688789,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,3.553065687407415,42.13,59.70822894347211
35,-0.872790409,1.3463312854109866,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,5.057676786792945,53.69,59.51852894402789
36,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,3.553065687407415,38.41,57.869776882935355
37,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.279733113,30.08,29.103278461737034
38,0.49142531024225244,0.795526491,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,0.7022236043611485,37.72,37.208588628610244
39,1.8556410291338075,-0.85688789,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,0.7022236043611485,42.23,38.31165986911348
40,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,2.1276446458842817,36.25,47.171492345756036
41,0.5823730248350227,-0.416244055,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,0.7022236043611485,50.46,28.005935512310153
42,1.4009024561699557,-0.306083097,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,5.057676786792945,43.7,70.63317220095375
43,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,5.057676786792945,39,69.16241056106908
44,0.9461638832061041,-0.85688789,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,53.1,38.99837237957524
45,1.4009024561699557,-0.306083097,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,0.7022236043611485,41.54,37.943969448461395
46,1.4009024561699557,-0.306083097,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,35.08,28.077773709778796
47,0.6493871303244325,-0.85688789,-0.847143932,0.4887927194301297,-1.039142815,0.9532255540761313,0.4157816444854481,-0.675683402,15.05,26.551014947084038
48,0.9461638832061041,0.2447216974575414,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,2.1276446458842817,40.76,48.27456358062295
49,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,26.26,26.607012069894125
50,0.9461638832061041,0.2447216974575414,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,32.82,27.710083304761042
51,0.49142531024225244,0.795526491,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,2.1276446458842817,39.78,47.906873165789555
52,-0.872790409,1.3463312854109866,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,46.93,37.52761072871485
53,-0.418051836,1.8971360793877092,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,0.7022236043611485,33.12,36.473207808576724
54,0.21858216646394144,0.024399779866852364,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,0.7022236043611485,49.19,27.711783180796182
55,-1.355291968,1.5712915591614798,-0.847143932,0.4887927194301297,-1.039142815,0.9532255540761313,0.4157816444854481,-0.612331356,14.59,25.405560109673274
56,-0.790458793,0.6784079983992136,-0.847143932,0.4887927194301297,-1.039142815,0.070526711,0.6478840231915328,-0.612331356,14.64,22.310617636028567
57,1.8556410291338075,-0.85688789,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,5.057676786792945,41.93,71.00086262160583
58,-0.790458793,0.6784079983992136,-0.847143932,0.4887927194301297,-1.039142815,0.070526711,0.6478840231915328,-0.675683402,9.13,21.835138325440973
59,0.21858216646394144,0.024399779866852364,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,50.95,38.4100677179755
60,0.49142531024225244,0.795526491,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.279733113,33.02,29.838659281770553
61,0.21858216646394144,0.024399779866852364,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,54.38,49.10835225515481
62,-0.145208692,0.46504361504823044,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,51.73,48.814199925733035
63,0.2760228283120069,-0.85688789,-0.847143932,0.4887927194301297,-1.039142815,-0.024691532,0.9610974482196364,-0.675683402,9.87,20.71569143246255
64,-0.872790409,1.3463312854109866,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,50.66,48.22589526589417
65,-0.145208692,0.46504361504823044,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,2.1276446458842817,48.7,38.11591538855372
66,0.5823730248350227,-0.416244055,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,3.553065687407415,55.06,49.40250458666878
67,-1.355291968,1.5712915591614798,-0.847143932,0.4887927194301297,-1.039142815,0.9532255540761313,0.4157816444854481,4.978486728930549,44.7,67.36660945989382
68,0.49142531024225244,0.795526491,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-2.240917088,-0.612331356,30.28,27.342392889927645
69,-0.872790409,1.3463312854109866,-0.847143932,2.175461250700234,-1.039142815,-0.526517405,-1.292541777,-0.279733113,40.86,19.459396844695846
70,1.951375466,-0.85688789,-0.847143932,-1.666394848,-1.039142815,1.8925406498578952,0.32967914915899765,-0.279733113,71.99,55.54210544180518
71,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,-0.675683402,34.4,52.461022696269445
72,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,-0.675683402,28.8,51.17590720495944
73,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.675683402,33.4,54.16456035138167
74,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,-0.675683402,36.3,54.276077253508376
75,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,-0.675683402,29,53.98722176978891
76,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,-0.675683402,37.8,54.16082110814159
77,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,-0.675683402,40.2,63.762594627981386
78,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.675683402,33.4,54.16456035138167
79,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,-0.675683402,28.1,48.383886708872325
80,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,-0.675683402,41.3,58.178732427960696
81,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.675683402,33.4,54.16456035138167
82,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,-0.675683402,25.2,52.559943412865515
83,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,-0.675683402,41.1,51.37714307876135
84,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3,52.30571760144527
85,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,-0.675683402,28.3,52.860592922130905
86,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,-0.675683402,28.6,52.14119858743613
87,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3,52.30571760144527
88,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,-0.675683402,24.4,49.67998441346317
89,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3,52.30571760144527
90,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,-0.675683402,39.3,54.70652780094977
91,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,-0.675683402,40.6,59.716697960264256
92,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.675683402,35.3,52.30571760144527
93,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,-0.675683402,24.1,47.44038558887257
94,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,-0.612331356,46.2,52.93650200685704
95,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,-0.612331356,42.8,51.65138651554703
96,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.612331356,49.2,54.64003966196927
97,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,-0.612331356,46.8,54.75155656409598
98,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,-0.612331356,45.7,54.462701080376505
99,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,-0.612331356,55.6,54.63630041872919
100,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,-0.612331356,54.9,64.23807393856899
101,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.612331356,49.2,54.64003966196927
102,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,-0.612331356,34.9,48.85936601945993
103,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,-0.612331356,46.9,58.6542117385483
104,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.612331356,49.2,54.64003966196927
105,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,-0.612331356,33.4,53.03542272345311
106,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,-0.612331356,54.1,51.85262238934895
107,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,55.9,52.78119691203287
108,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,-0.612331356,49.8,53.3360722327185
109,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,-0.612331356,47.1,52.616677898023724
110,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,55.9,52.78119691203287
111,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,-0.612331356,38,50.15546372405076
112,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,55.9,52.78119691203287
113,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,-0.612331356,56.1,55.182007111537374
114,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,-0.612331356,59.09,60.19217727085185
115,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.612331356,22.9,52.78119691203287
116,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,-0.612331356,35.1,47.91586489946017
117,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,-0.279733113,61.09,55.43276839869995
118,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,-0.279733113,59.8,54.14765290738994
119,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.279733113,60.29,57.13630605381217
120,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,-0.279733113,61.8,57.24782295593888
121,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,-0.279733113,56.7,56.95896747221941
122,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,-0.279733113,68.3,57.132566810572094
123,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,-0.279733113,66.9,66.7343403304119
124,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.279733113,60.29,57.13630605381217
125,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,-0.279733113,50.7,51.35563241130283
126,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,-0.279733113,56.4,61.1504781303912
127,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,-0.279733113,60.29,57.13630605381217
128,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,-0.279733113,55.5,55.53168911529602
129,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,-0.279733113,68.5,54.34888878119185
130,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3,55.27746330387577
131,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,-0.279733113,74.7,55.8323386245614
132,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,-0.279733113,52.2,55.11294428986663
133,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3,55.27746330387577
134,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,-0.279733113,67.7,52.65173011589367
135,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3,55.27746330387577
136,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,-0.279733113,66,57.678273503380275
137,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,-0.279733113,74.5,62.68844366269475
138,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,-0.279733113,71.3,55.27746330387577
139,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,-0.279733113,49.9,50.41213129130307
140,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,0.1637312108968536,63.4,58.76112358704967
141,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,0.1637312108968536,64.9,57.476008095739665
142,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.1637312108968536,64.3,60.464661242161895
143,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,0.1637312108968536,64.9,60.576178144288605
144,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,0.1637312108968536,60.2,60.28732266056914
145,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,0.1637312108968536,72.3,60.46092199892182
146,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,0.1637312108968536,69.3,70.06269551876161
147,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.1637312108968536,64.3,60.464661242161895
148,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,0.1637312108968536,55.2,54.68398759965255
149,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,0.1637312108968536,58.8,64.47883331874093
150,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.1637312108968536,64.3,60.464661242161895
151,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,0.1637312108968536,66.1,58.86004430364574
152,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,0.1637312108968536,73.7,57.67724396954158
153,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3,58.605818492225495
154,0.40717900619842295,2.422429914,-0.847143932,0.10460710952971747,0.6858784849523075,-0.388836973,-1.418575865,0.1637312108968536,80.2,59.160693812911134
155,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,0.1637312108968536,54.9,58.44129947821635
156,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3,58.605818492225495
157,0.049132214,1.4727264907656452,-0.847143932,-1.727302323,0.8366085014405698,0.4076507587179564,0.37585005244999353,0.1637312108968536,72.99,55.98008530424339
158,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3,58.605818492225495
159,1.5109970580454146,1.1955847102173573,-0.847143932,0.2076812975517789,0.8198607218307629,-1.132568652,-0.819601984,0.1637312108968536,71.7,61.00662869173
160,1.040940975255412,1.3347353950114766,-0.847143932,-1.671080039,2.645368699,-0.363102313,-0.221875966,0.1637312108968536,79.4,66.01679885104448
161,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.1637312108968536,77.3,58.605818492225495
162,0.5431219059055111,1.3347353950114766,-0.847143932,-0.312374833,0.5518962480738518,-0.363102313,-0.221875966,0.1637312108968536,59.89,53.740486479652795
163,0.8887232213580386,1.3370545730913785,-0.847143932,-0.53726397,0.6523829257326934,-0.602434652,-0.210645206,0.7180616159336277,64.9,62.92156757373051
164,0.30761519232844303,2.1835545722556047,-0.847143932,-0.284263691,0.4011662315855893,0.9519388210682123,-2.018797607,0.7180616159336277,66.6,61.63645208242051
165,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.7180616159336277,65.2,64.62510522884274
166,1.376968847066595,0.3757552589720038,-0.847143932,-1.413394569,2.075944192566284,-0.475048085,0.37585005244999353,0.7180616159336277,66.7,64.73662213096945
167,0.8982966649993829,0.23080662897812945,-0.847143932,-2.575321779,2.879837613837017,-1.554617078,2.7330618447929695,0.7180616159336277,62.5,64.44776664724998
168,1.8556410291338075,0.5207038889658782,-0.847143932,-0.02189303,0.45140957041501023,-1.554617078,0.098824633,0.7180616159336277,74.19,64.62136598560267
169,1.798200367285742,0.5021504643266623,-0.847143932,-2.050580458,4.353642219500029,-1.554617078,0.835063361,0.7180616159336277,70.7,74.22313950544246
170,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.7180616159336277,65.2,64.62510522884274
171,1.0284954985216648,0.26907306729651226,-0.847143932,-1.108857195,0.9873385179288323,-1.554617078,1.8982419988017305,0.7180616159336277,57.6,58.8444315863334
172,2.394625906141488,-0.85688789,-0.847143932,-1.863172844,3.6837310351077504,-1.554617078,1.4989260784471765,0.7180616159336277,59.2,68.63927730542177
173,1.376968847066595,0.3757552589720038,-0.847143932,-1.315005571,1.724240820760338,-1.554617078,1.4165671698740496,0.7180616159336277,65.2,64.62510522884274
174,0.3602691323558364,1.6072388193999605,-0.847143932,-1.211931383,1.3557896693445852,-1.554617078,1.3329603990498142,0.7180616159336277,68.1,63.02048829032659
175,1.1548649545874088,0.24124293033768845,-0.847143932,-1.600802183,0.8701040606601839,-0.33608092,0.9798153819862562,0.7180616159336277,75.5,61.837687956222425
176,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.7180616159336277,79.3,62.76626247890634
177,0.941377161,0.8964107379100005,-0.847143932,-1.296264809,1.6237541431014963,2.0765434699904866,-2.103652241,0.7180616159336277,56.5,62.6017434648972
178,0.7795859638467144,1.3347353950114766,-0.847143932,-0.780893869,0.9035996198797976,-0.363102313,-0.221875966,0.7180616159336277,79.3,62.76626247890634
